Ticker,Company,Exchange,Industry,Env_Grade,Env_Level,Social_Grade,Social_Level,Gov_Grade,Gov_Level,Env_Score,Social_Score,Gov_Score,Total_Score,Date,Total_Grade,Total_Level,ESG_Category,Env_Norm,Social_Norm,Gov_Norm,Weighted_ESG_Score,ESG_Rank
alk,Alaska Air Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Airlines,A,High,BB,Medium,B,Medium,515,303,259,1077,2022-04-16,BBB,High, Average,60.69364161849711,28.205128205128204,46.0,45.65,330
alb,Albemarle Corp,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,545,322,315,1182,2022-04-16,BBB,High, Leader,66.47398843930635,31.952662721893493,60.0,52.77,103
aig,American International Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,518,323,310,1151,2022-04-16,BBB,High, Leader,61.27167630057804,32.149901380670606,58.75,50.45,166
all,Allstate Corp,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,B,Medium,530,300,220,1050,2022-04-16,BBB,High, Average,63.58381502890174,27.613412228796847,36.25,44.16,351
alle,Allegion PLC,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,542,322,315,1179,2022-04-16,BBB,High, Leader,65.89595375722543,31.952662721893493,60.0,52.54,107
amp,Ameriprise Financial Inc,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,B,Medium,396,308,267,971,2022-04-16,BBB,High, Average,37.76493256262042,29.191321499013807,48.0,37.32,404
ame,AMETEK Inc,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,B,Medium,540,329,270,1139,2022-04-16,BBB,High, Leader,65.51059730250482,33.33333333333333,48.75,50.06,177
amt,American Tower Corp,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,530,333,305,1168,2022-04-16,BBB,High, Leader,63.58381502890174,34.12228796844182,57.49999999999999,51.75,132
aos,A O Smith Corp,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,510,315,310,1135,2022-04-16,BBB,High, Leader,59.73025048169557,30.57199211045365,58.75,49.28,210
apd,Air Products and Chemicals Inc,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,AA,Excellent,BBB,High,BB,Medium,700,442,300,1442,2022-04-16,A,High, Leader,96.33911368015414,55.62130177514793,56.25,72.07,5
aon,Aon PLC,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,B,Medium,485,304,288,1077,2022-04-16,BBB,High, Average,54.91329479768786,28.402366863905325,53.25,45.22,336
anet,Arista Networks Inc,"NEW YORK STOCK EXCHANGE, INC.",Communications,BBB,High,BB,Medium,B,Medium,444,310,295,1049,2022-04-16,BBB,High, Average,47.01348747591522,29.585798816568047,55.00000000000001,42.91,361
aph,Amphenol Corp,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BBB,High,512,303,475,1290,2022-04-16,A,High, Leader,60.115606936416185,28.205128205128204,100.0,58.92,37
ato,Atmos Energy Corp,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,572,368,315,1255,2022-04-16,A,High, Leader,71.67630057803468,41.02564102564102,60.0,58.03,44
awk,American Water Works Company Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,653,395,300,1348,2022-04-16,A,High, Leader,87.28323699421965,46.35108481262327,56.25,65.2,18
are,Alexandria Real Estate Equities Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BB,Medium,BB,Medium,600,337,345,1282,2022-04-16,A,High, Leader,77.07129094412332,34.9112426035503,67.5,59.92,30
aptv,Aptiv PLC,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,A,High,BB,Medium,BB,Medium,555,339,310,1204,2022-06-10,A,High, Leader,68.40077071290945,35.30571992110454,58.75,54.4,79
avb,Avalonbay Communities Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,B,Medium,500,300,298,1098,2022-04-16,BBB,High, Average,57.80346820809249,27.613412228796847,55.75,46.72,314
avy,Avery Dennison Corp,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,BB,Medium,535,347,325,1207,2022-04-16,A,High, Leader,64.54720616570327,36.883629191321496,62.5,54.35,81
ba,Boeing Co,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,B,Medium,B,Medium,B,Medium,220,224,235,679,2022-09-21,B,Medium,Laggard,3.8535645472061653,12.6232741617357,40.0,15.96,625
bac,Bank of America Corp,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,BB,Medium,B,Medium,220,394,265,879,2022-04-16,BB,Medium, Average,3.8535645472061653,46.15384615384615,47.5,29.57,468
bax,Baxter International Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500,316,300,1116,2022-04-16,BBB,High, Leader,57.80346820809249,30.76923076923077,56.25,47.95,253
bbwi,Bath & Body Works Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,525,303,300,1128,2022-06-11,BBB,High, Leader,62.6204238921002,28.205128205128204,56.25,48.98,217
bdx,Becton Dickinson and Co,"NEW YORK STOCK EXCHANGE, INC.",Health Care,AA,Excellent,BB,Medium,BB,Medium,607,384,315,1306,2022-04-16,A,High, Leader,78.42003853564547,44.18145956607495,60.0,61.83,23
bio,Bio Rad Laboratories Inc,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,B,Medium,B,Medium,BB,Medium,275,227,300,802,2022-04-16,BB,Medium, Average,14.450867052023122,13.214990138067062,56.25,24.47,514
bby,Best Buy Co Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,BBB,High,B,Medium,BB,Medium,430,231,300,961,2022-04-16,BBB,High, Average,44.3159922928709,14.003944773175542,56.25,36.69,409
bk,Bank of New York Mellon Corp,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-16,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
axp,American Express Co,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,230,226,208,664,2022-04-16,B,Medium,Laggard,5.780346820809249,13.017751479289942,33.25,15.18,633
br,Broadridge Financial Solutions Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,550,313,325,1188,2022-04-16,BBB,High, Leader,67.4373795761079,30.17751479289941,62.5,53.16,97
bmy,Bristol-Myers Squibb Co,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500,321,310,1131,2022-04-16,BBB,High, Leader,57.80346820809249,31.755424063116372,58.75,48.92,218
bro,Brown & Brown Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,BB,Medium,405,320,300,1025,2022-04-16,BBB,High, Average,39.4990366088632,31.558185404339252,56.25,40.91,371
azo,Autozone Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,260,222,213,695,2022-04-16,B,Medium,Laggard,11.560693641618498,12.22879684418146,34.5,17.53,603
bsx,Boston Scientific Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,525,399,300,1224,2022-04-16,A,High, Leader,62.6204238921002,47.14003944773176,56.25,55.61,65
bx,Blackstone Inc,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,534,343,320,1197,2022-04-16,BBB,High, Leader,64.35452793834297,36.09467455621302,61.25000000000001,53.69,90
bxp,Boston Properties Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,532,339,305,1176,2022-04-16,BBB,High, Leader,63.969171483622354,35.30571992110454,57.49999999999999,52.32,117
sivb,SVB Financial Group,NASDAQ NMS - GLOBAL MARKET,Banking,A,High,BB,Medium,BB,Medium,510,340,300,1150,2022-04-19,BBB,High, Leader,59.73025048169557,35.50295857988166,56.25,50.38,168
c,Citigroup Inc,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,515,300,303,1118,2022-04-16,BBB,High, Leader,60.69364161849711,27.613412228796847,56.99999999999999,48.19,244
cat,Caterpillar Inc,"NEW YORK STOCK EXCHANGE, INC.",Machinery,B,Medium,B,Medium,B,Medium,235,239,235,709,2022-06-07,B,Medium,Laggard,6.74373795761079,15.581854043392504,40.0,18.15,596
carr,Carrier Global Corp,"NEW YORK STOCK EXCHANGE, INC.",Building,B,Medium,B,Medium,B,Medium,210,258,226,694,2022-04-21,B,Medium,Laggard,1.9267822736030826,19.32938856015779,37.75,16.97,611
cbre,CBRE Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,200,209,200,609,2022-06-10,B,Medium,Laggard,0.0,9.664694280078894,31.25,11.2,705
cci,Crown Castle Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-16,BBB,High, Average,57.80346820809249,27.613412228796847,31.25,40.6,376
cday,Ceridian HCM Holding Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,530,379,320,1229,2022-04-21,A,High, Leader,63.58381502890174,43.19526627218935,61.25000000000001,55.86,62
cma,Comerica Inc,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,BB,Medium,B,Medium,280,300,230,810,2022-04-16,BB,Medium, Average,15.414258188824661,27.613412228796847,38.75,25.52,504
dhi,D R Horton Inc,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,250,271,205,726,2022-04-17,B,Medium,Laggard,9.633911368015415,21.893491124260358,32.5,19.64,576
dov,Dover Corp,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,500,320,305,1125,2022-04-17,BBB,High, Leader,57.80346820809249,31.558185404339252,57.49999999999999,48.54,237
dri,Darden Restaurants Inc,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,515,309,300,1124,2022-04-17,BBB,High, Leader,60.69364161849711,29.388560157790927,56.25,48.63,233
ce,Celanese Corp,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,500,319,300,1119,2022-06-10,BBB,High, Leader,57.80346820809249,31.360946745562128,56.25,48.16,249
dg,Dollar General Corp,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,247,222,200,669,2022-04-17,B,Medium,Laggard,9.05587668593449,12.22879684418146,31.25,15.71,628
cmg,Chipotle Mexican Grill Inc,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,210,241,213,664,2022-04-16,B,Medium,Laggard,1.9267822736030826,15.976331360946746,34.5,14.99,636
dgx,Quest Diagnostics Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,B,Medium,230,300,205,735,2022-04-19,B,Medium,Laggard,5.780346820809249,27.613412228796847,32.5,20.1,569
ccl,Carnival Corp,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,515,326,320,1161,2022-04-16,BBB,High, Leader,60.69364161849711,32.74161735700197,61.25000000000001,51.05,149
chd,Church & Dwight Co Inc,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,578,341,348,1267,2022-04-16,A,High, Leader,72.83236994219652,35.700197238658774,68.25,58.69,38
dow,Dow Inc,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,225,201,200,626,2022-04-17,B,Medium,Laggard,4.8169556840077075,8.086785009861932,31.25,12.57,681
dfs,Discover Financial Services,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,335,321,313,969,2022-04-17,BBB,High, Average,26.011560693641616,31.755424063116372,59.5,36.39,413
duk,Duke Energy Corp,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,604,362,328,1294,2022-04-17,A,High, Leader,77.84200385356455,39.8422090729783,63.24999999999999,60.89,26
dre,Duke Realty Corp,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540,313,300,1153,2022-04-17,BBB,High, Leader,65.51059730250482,30.17751479289941,56.25,50.83,153
cf,CF Industries Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,525,307,310,1142,2022-04-16,BBB,High, Leader,62.6204238921002,28.994082840236686,58.75,49.88,187
dvn,Devon Energy Corp,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,570,301,300,1171,2022-04-17,BBB,High, Leader,71.29094412331408,27.810650887573964,56.25,52.31,118
ecl,Ecolab Inc,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,547,373,325,1245,2022-04-17,A,High, Leader,66.85934489402698,42.01183431952663,62.5,57.07,54
hd,Home Depot Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,BB,Medium,B,Medium,230,317,205,752,2022-04-17,BB,Medium,Laggard,5.780346820809249,30.96646942800789,32.5,21.28,549
dte,DTE Energy Co,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,592,313,210,1115,2022-04-17,BBB,High, Leader,75.52986512524085,30.17751479289941,33.75,49.21,211
eix,Edison International,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,A,High,BB,Medium,700,513,315,1528,2022-04-17,A,High, Leader,96.33911368015414,69.62524654832347,60.0,77.9,3
glw,Corning Inc,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-16,B,Medium,Laggard,0.0,7.889546351084813,31.25,10.57,718
dva,DaVita Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,BB,Medium,260,332,300,892,2022-04-17,BB,Medium, Average,11.560693641618498,33.92504930966469,56.25,30.56,463
wdc,Western Digital Corp,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,545,339,260,1144,2022-04-20,BBB,High, Leader,66.47398843930635,35.30571992110454,46.25,50.51,164
gs,Goldman Sachs Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,525,305,305,1135,2022-04-17,BBB,High, Leader,62.6204238921002,28.59960552268245,57.49999999999999,49.43,202
dxc,DXC Technology Co,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,505,326,305,1136,2022-06-10,BBB,High, Leader,58.76685934489403,32.74161735700197,57.49999999999999,49.34,207
etn,Eaton Corporation PLC,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BB,Medium,520,328,320,1168,2022-04-17,BBB,High, Leader,61.657032755298644,33.13609467455622,61.25000000000001,51.57,135
ed,Consolidated Edison Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,700,358,300,1358,2022-04-16,A,High, Leader,96.33911368015414,39.053254437869825,56.25,66.27,16
hsy,Hershey Co,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,525,361,300,1186,2022-04-17,BBB,High, Leader,62.6204238921002,39.64497041420118,56.25,52.99,99
jnj,Johnson & Johnson,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,565,308,300,1173,2022-04-18,BBB,High, Leader,70.32755298651252,29.191321499013807,56.25,52.41,113
jpm,JPMorgan Chase & Co,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,505,319,338,1162,2022-04-18,BBB,High, Leader,58.76685934489403,31.360946745562128,65.75,50.92,152
ko,Coca-Cola Co,"NEW YORK STOCK EXCHANGE, INC.",Beverages,B,Medium,B,Medium,B,Medium,200,201,200,601,2022-04-16,B,Medium,Laggard,0.0,8.086785009861932,31.25,10.64,713
kmx,Carmax Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,BB,Medium,251,237,300,788,2022-04-16,BB,Medium,Laggard,9.826589595375722,15.187376725838265,56.25,23.31,524
ldos,Leidos Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
leg,Leggett & Platt Inc,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
mcd,McDonald's Corp,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,505,326,305,1136,2022-04-18,BBB,High, Leader,58.76685934489403,32.74161735700197,57.49999999999999,49.34,207
lin,Linde PLC,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,210,240,275,725,2022-04-20,B,Medium,Laggard,1.9267822736030826,15.779092702169626,50.0,18.79,586
lumn,Lumen Technologies Inc,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,A,High,BB,Medium,BB,Medium,535,327,305,1167,2022-06-10,BBB,High, Leader,64.54720616570327,32.938856015779095,57.49999999999999,51.72,133
lyb,LyondellBasell Industries NV,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,587,352,330,1269,2022-04-18,A,High, Leader,74.56647398843931,37.8698224852071,63.74999999999999,59.02,34
mco,Moody's Corp,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,B,Medium,515,308,235,1058,2022-04-18,BBB,High, Average,60.69364161849711,29.191321499013807,40.0,44.49,345
mck,Mckesson Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500,303,310,1113,2022-04-18,BBB,High, Leader,57.80346820809249,28.205128205128204,58.75,47.68,259
mas,Masco Corp,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,522,323,305,1150,2022-04-18,BBB,High, Leader,62.042389210019266,32.149901380670606,57.49999999999999,50.44,167
low,Lowe's Companies Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,218,200,200,618,2022-04-18,B,Medium,Laggard,3.4682080924855487,7.889546351084813,31.25,11.96,693
mdt,Medtronic PLC,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,515,308,315,1138,2022-04-18,BBB,High, Leader,60.69364161849711,29.191321499013807,60.0,49.49,201
mkc,McCormick & Company Inc,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
met,MetLife Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,517,305,305,1127,2022-04-18,BBB,High, Leader,61.078998073217726,28.59960552268245,57.49999999999999,48.82,225
mgm,MGM Resorts International,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High, Average,57.80346820809249,27.613412228796847,31.25,40.6,376
mmc,Marsh & McLennan Companies Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
mo,Altria Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,A,High,BB,Medium,BB,Medium,500,327,341,1168,2022-04-16,BBB,High, Leader,57.80346820809249,32.938856015779095,66.5,51.27,142
bwa,Borgwarner Inc,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,B,Medium,B,Medium,B,Medium,260,206,230,696,2022-04-16,B,Medium,Laggard,11.560693641618498,9.072978303747535,38.75,17.49,605
mrk,Merck & Co Inc,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500,305,315,1120,2022-04-18,BBB,High, Leader,57.80346820809249,28.59960552268245,60.0,48.13,250
mro,Marathon Oil Corp,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,530,313,305,1148,2022-04-21,BBB,High, Leader,63.58381502890174,30.17751479289941,57.49999999999999,50.37,169
mpc,Marathon Petroleum Corp,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BB,Medium,BB,Medium,700,366,315,1381,2022-04-18,A,High, Leader,96.33911368015414,40.63116370808679,60.0,67.76,14
ms,Morgan Stanley,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,555,303,320,1178,2022-04-18,BBB,High, Leader,68.40077071290945,28.205128205128204,61.25000000000001,52.54,107
mtb,M&T Bank Corp,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,B,Medium,500,303,260,1063,2022-04-18,BBB,High, Average,57.80346820809249,28.205128205128204,46.25,44.56,344
mtd,Mettler-Toledo International Inc,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,505,300,240,1045,2022-04-18,BBB,High, Average,58.76685934489403,27.613412228796847,41.25,43.48,358
msi,Motorola Solutions Inc,"NEW YORK STOCK EXCHANGE, INC.",Communications,A,High,BB,Medium,BB,Medium,505,305,347,1157,2022-04-18,BBB,High, Leader,58.76685934489403,28.59960552268245,68.0,50.52,163
nee,Nextera Energy Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,668,306,313,1287,2022-04-18,A,High, Leader,90.17341040462428,28.79684418145957,59.5,61.02,25
msci,MSCI Inc,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,580,347,335,1262,2022-04-18,A,High, Leader,73.21772639691714,36.883629191321496,65.0,58.45,40
nclh,Norwegian Cruise Line Holdings Ltd,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,BBB,High,BB,Medium,BB,Medium,495,306,300,1101,2022-04-18,BBB,High, Leader,56.84007707129094,28.79684418145957,56.25,46.88,282
ni,NiSource Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BB,Medium,BB,Medium,B,Medium,361,322,223,906,2022-04-18,BBB,High, Average,31.021194605009633,31.952662721893493,37.0,32.84,445
noc,Northrop Grumman Corp,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,505,302,300,1107,2022-04-18,BBB,High, Leader,58.76685934489403,28.007889546351084,56.25,47.37,268
now,ServiceNow Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,550,374,350,1274,2022-04-19,A,High, Leader,67.4373795761079,42.209072978303745,68.75,58.94,36
nue,Nucor Corp,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,BB,Medium,BB,Medium,B,Medium,374,340,225,939,2022-04-18,BBB,High, Average,33.52601156069364,35.50295857988166,37.5,35.21,422
nlsn,Nielsen Holdings PLC,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,A,High,BB,Medium,BB,Medium,500,310,300,1110,2022-04-18,BBB,High, Leader,57.80346820809249,29.585798816568047,56.25,47.54,263
nsc,Norfolk Southern Corp,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,BB,Medium,BB,Medium,BB,Medium,358,339,330,1027,2022-04-18,BBB,High, Average,30.443159922928707,35.30571992110454,63.74999999999999,40.47,384
nvr,NVR Inc,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,265,206,205,676,2022-04-18,B,Medium,Laggard,12.524084778420038,9.072978303747535,32.5,16.31,620
pgr,Progressive Corp,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BB,Medium,BB,Medium,B,Medium,350,355,270,975,2022-04-19,BBB,High, Average,28.901734104046245,38.46153846153847,48.75,37.21,405
pfe,Pfizer Inc,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
phm,Pultegroup Inc,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,215,203,240,658,2022-04-19,B,Medium,Laggard,2.8901734104046244,8.481262327416173,41.25,14.44,645
ph,Parker-Hannifin Corp,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BB,Medium,BB,Medium,B,Medium,325,303,225,853,2022-04-18,BB,Medium, Average,24.084778420038536,28.205128205128204,37.5,28.88,473
pki,PerkinElmer Inc,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,515,316,325,1156,2022-04-18,BBB,High, Leader,60.69364161849711,30.76923076923077,62.5,50.67,157
pld,Prologis Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,579,374,315,1268,2022-04-19,A,High, Leader,73.02504816955684,42.209072978303745,60.0,58.98,35
ppg,PPG Industries Inc,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,293,236,220,749,2022-04-18,B,Medium,Laggard,17.91907514450867,14.990138067061142,36.25,21.48,546
psa,Public Storage,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,235,245,205,685,2022-04-19,B,Medium,Laggard,6.74373795761079,16.765285996055226,32.5,16.69,616
pnc,PNC Financial Services Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,455,323,300,1078,2022-04-18,BBB,High, Average,49.13294797687861,32.149901380670606,56.25,44.97,340
pm,Philip Morris International Inc,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,A,High,BB,Medium,BB,Medium,520,327,315,1162,2022-04-18,BBB,High, Leader,61.657032755298644,32.938856015779095,60.0,51.19,144
pkg,Packaging Corp of America,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,BB,Medium,500,303,300,1103,2022-04-18,BBB,High, Leader,57.80346820809249,28.205128205128204,56.25,47.06,277
psx,Phillips 66,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,569,363,310,1242,2022-04-18,A,High, Leader,71.09826589595376,40.03944773175542,58.75,57.14,52
pru,Prudential Financial Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,BB,Medium,B,Medium,285,300,288,873,2022-04-19,BB,Medium, Average,16.377649325626205,27.613412228796847,53.25,29.53,469
pnr,Pentair PLC,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,BB,Medium,433,330,315,1078,2022-04-18,BBB,High, Average,44.89402697495183,33.53057199211045,60.0,44.69,342
